"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","normalized_z"
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.132484208,0,0,0.975800773,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.51517079,0.523726176,0.610819481,0.959488637,1,0.263580081,0.361215146,0.986590633,0.583333333,0.294620488,0.459507952,0.988783859,0.722222222,0.293495748,0.520459606,0.994818331,0.791666667,2.80799892227179e-08
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.027110227,0,0,0.961203302,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.199971876,0.530344769,0.087864478,0.99565357,1,0.267181711,0.052131611,0.996770499,0.583333333,0.435791825,0.092609949,0.997364939,1,0.398680599,0.097021329,0.998621484,1,0
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0.218592741,0.597547242,0.23535235,0.893520196,1,0.304152816,0.13957859,0.969981357,0.583333333,0.34404666,0.178906815,0.972224364,0.722222222,0.467559741,0.25858906,0.98806316,1,3.82563447276496e-06
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.680466098,0,0,0.958415993,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.018941895,0,0,0.418106598,0,0,0,0.989637736,0,0,0,0.999785732,0,0,0,0.999997581,0,3.25000021339505e-08
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.357943362,0.702665516,0.35278864,0.9968507,1,0.363471419,0.209094868,0.997879804,0.583333333,0.620173857,0.369361652,0.998741697,1,0.585681301,0.384590212,0.999442886,1,0
1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0.313770784,0.380815025,0.731957099,0.730459166,1,0.187512069,0.432216866,0.936298414,0.583333333,0.294271263,0.750137832,0.900458284,1,0.262122835,0.764893522,0.975155529,1,3.58429240165936e-05
1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.291123801,0,0,0.967695036,0,0.299917882,0.068409735,0.941575381,0.416666667,0.166313786,0.047277928,1,0.277777778,0.104229548,0.037162838,1,0.208333333,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.17573255,0,0,0.998078279,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.381278364,0,0,0.943749903,0,0.282265698,0.301413809,0.999995147,0.416666667,0.156525101,0.20830691,1,0.277777778,0.098094938,0.163739745,1,0.208333333,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.187957186,0,0,0.989114964,0,0,0,1,0,0.043866536,0.159991414,0.997197597,0.277777778,0.027491342,0.125761326,1,0.208333333,0
0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0.310976977,0.7368551,0.826745703,0.294399772,1,0.383162714,0.487540128,0.817221756,0.583333333,0.443381046,0.615722717,0.848916783,0.722222222,0.458141845,0.689577766,0.927418206,0.791666667,0.00173039837974143
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.302318899,0,0,0.999703361,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.160899052,0.381149288,0.576747314,0.97349209,1,0.187686245,0.341190754,0.989616629,0.583333333,0.205067452,0.434449299,0.991009039,0.722222222,0.199497314,0.49281813,0.995704206,0.791666667,6.51578324628588e-09
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.473375674,0.994510912,0.203566566,0.998526439,1,0.538048166,0.120742908,0.998785034,0.583333333,0.64984118,0.154815726,0.999047557,0.722222222,0.991131353,0.223998081,0.999698616,1,0
0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0.309578661,0.852972428,0.528330161,0.948116789,1,0.451528883,0.312699324,0.985158085,0.583333333,0.532604407,0.398674653,0.98837017,0.722222222,0.56171785,0.453143775,0.994983732,0.791666667,8.47213910137867e-08
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.189710102,0,0,0.897608109,0,0,0,0.999999847,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.416444974,0,0,0.997570568,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0.201971175,0.602640457,0.463018432,0.299752366,1,0.30698483,0.274204075,0.804571921,0.583333333,0.34753686,0.350133006,0.824042362,0.722222222,0.472984102,0.500463505,0.83886985,1,0.00267891407596033
0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.100677711,0.785311208,0.663808362,0.98455535,1,0.750489293,0.669385998,0.995877609,1,0.717463107,0.682251866,0.997007553,1,0.688221243,0.699338898,0.998771073,1,0
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0.127703304,0.822881329,0.36872776,0.989374943,1,0.433589185,0.218519132,0.995023179,0.583333333,0.508899053,0.279550453,0.996063257,0.722222222,0.533857785,0.319474976,0.99829273,0.791666667,5.00446906137597e-10
0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.229742091,0.83450571,0.040284482,0.493300351,1,0.44050076,0.023902831,0.876258984,0.583333333,0.518007332,0.030677379,0.887071639,0.722222222,0.544533514,0.035241259,0.942308545,0.791666667,0.00128303916575401
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.533082313,0,0,0.944504729,0,0,0,0.999999998,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0.73808471,0.284715532,0.916857279,0.998298488,1,0.138150978,0.539916778,0.998826292,0.583333333,0.148667141,0.679400333,0.999139046,0.722222222,0.142378371,0.756698409,0.999618899,0.791666667,0
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.180570827,0.713284895,0.883960289,0.995318774,1,0.369566477,0.520821597,0.997772864,0.583333333,0.632339988,0.893668317,0.99906388,1,0.59836213,0.900953111,0.999632657,1,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.181848977,0,0,0.972409894,0,0,0,1,0,0.074857812,0.225771969,0.999999993,0.277777778,0.046913705,0.177468163,1,0.208333333,0
1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.020301136,0.855681002,0.172799452,0.973153139,1,0.453151408,0.102504519,0.989692916,0.583333333,0.53475864,0.13146713,0.991170102,0.722222222,0.564261729,0.150859457,0.995863403,0.791666667,3.00546841858207e-08
0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.082750879,0.080818249,0.864881026,0.868553533,1,0.038015725,0.509733097,0.963767865,0.583333333,0.039636055,0.642789869,0.965538204,0.722222222,0.036757076,0.718249188,0.981639193,0.791666667,2.45198392934132e-06
1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0.164048695,0.216323939,0.434006444,0.96111543,1,0.103876681,0.257083353,0.984795335,0.583333333,0.110595536,0.328474783,0.985386216,0.722222222,0.135368075,0.470308569,0.993395049,1,4.11650278309139e-08
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.410111701,0,0,0.982357555,0,0,0,1,0,0.103985705,0.016319196,0.999999514,0.277777778,0.065168278,0.012827712,1,0.208333333,0
0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0.174026208,0.478340242,0.707018187,0.994019306,1,0.239071745,0.417625598,0.996869136,0.583333333,0.265286947,0.529688411,0.99763926,0.722222222,0.262269246,0.597158966,0.999004411,0.791666667,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.078113375,0,0,0.990381752,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.099700542,0.395945493,0.621802521,0.913191066,1,0.195413552,0.367665168,0.975184856,0.583333333,0.214012002,0.467563927,0.977848184,0.722222222,0.208705863,0.529318566,0.989060569,0.791666667,7.00410112575156e-07
0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0.335413503,0.94001316,0.857106782,0.723840586,1,0.504313672,0.505212015,0.946321978,0.583333333,0.603557249,0.637285853,0.958966872,0.722222222,0.64654905,0.71243548,0.982502104,0.791666667,2.95113349868537e-05
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.041650647,0,0,0.993355509,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.198937311,0,0,0.999985161,0,0,0,1,0,0,0,1,0,0.033162091,0.001911973,1,0.208333333,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.142504653,0,0,0.843861003,0,0,0,0.999997417,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.607081001,0.000788052,0.203456786,0.994982815,1,0.000366205,0.12067784,0.995975382,0.583333333,0.00037718,0.154732459,0.995714783,0.722222222,0.00034552,0.177477024,0.997503671,0.791666667,0
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0.146618886,0.718283057,0.40517857,0.980863016,1,0.372441782,0.240059715,0.992214933,0.583333333,0.429664074,0.306900576,0.993627268,0.722222222,0.442532429,0.350352975,0.997137844,0.791666667,3.50538464921613e-09
0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.480019223,0.637714943,0.820371639,0.988333439,1,0.326603344,0.483826969,0.995265941,0.583333333,0.371858697,0.611182136,0.996614085,0.722222222,0.377694585,0.684748326,0.998642145,0.791666667,5.0034110188335e-10
0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0.226470114,0.437310414,0.222818502,0.959969464,1,0.217197801,0.132152126,0.984572626,0.583333333,0.34468368,0.234317135,0.987395514,1,0.310322083,0.244926191,0.993377827,1,1.34033306342651e-07
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.180285875,0,0,0.914492481,0,0,0,0.999999955,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.150735834,0,0,0.904388567,0,0.112209026,0.09447164,0.5151031,0.416666667,0.062223392,0.065289296,0.999999671,0.277777778,0.038995661,0.051320682,1,0.208333333,0
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.631478328,0.316950521,0.181151483,0.958470875,1,0.154550618,0.107456067,0.983303254,0.583333333,0.167159655,0.137807953,0.983193333,0.722222222,0.160924898,0.158117424,0.990729525,0.791666667,2.992253802514e-07
0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.091480247,0.161771293,0.95945311,0.619704544,1,0.077038099,0.56459525,0.906987566,0.583333333,0.08132946,0.709152358,0.910721956,0.722222222,0.076379796,0.787652268,0.951389831,0.791666667,0.000185296498548149
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.245297283,0,0,0.581741297,0,0.053689341,0.284937911,0.827971435,0.416666667,0.029772408,0.196920426,0.999593159,0.277777778,0.018658493,0.154789393,0.999999474,0.208333333,1.99999994343614e-09
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.236626646,0.16444439,0.081587392,0.933958754,1,0.078342964,0.048407759,0.974761554,0.583333333,0.082741233,0.062119977,0.972515703,0.722222222,0.077738316,0.071347561,0.983565119,0.791666667,2.74314901538286e-06
1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.208402083,0.891236478,0.791156414,0.253597858,1,0.474569291,0.466794572,0.804449585,0.583333333,0.851256977,0.806083058,0.849274978,1,0.833345612,0.818659868,0.945602904,1,0.00140721924359033
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.124306038,0,0,0.995370166,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.334036373,0.718826684,0.643840974,0.096532573,1,0.671031762,0.648995629,0.700014375,1,0.635031478,0.662332556,0.795115148,1,0.602165954,0.679886215,0.898107677,1,0.00403773917605366
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.292270213,0,0,0.73373555,0,0,0,0.999915077,0,0,0,0.999999971,0,0,0,1,0,0
0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.191644166,0.878334561,0.058721386,0.987867079,1,0.466771826,0.034841824,0.993891813,0.583333333,0.828335293,0.061908491,0.995653934,1,0.809869893,0.064872084,0.997908901,1,3.50413109639902e-09
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.133536454,0,0,0.741314379,0,0,0,0.999929466,0,0.146294017,0.128988015,0.979890023,0.277777778,0.091683075,0.10139109,0.999998005,0.208333333,1.50000001308825e-09
1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0.147401359,0.842009759,0.320516686,0.996980499,1,0.444974941,0.190004907,0.998000132,0.583333333,0.523919992,0.243265465,0.998440544,0.722222222,0.551483024,0.278362908,0.999332598,0.791666667,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.032909955,0,0,0.987045199,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.008638261,0,0,0.999241282,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.617685196,0,0,0.999410411,0,0,0,1,0,0.064038177,0.103787898,0.999683519,0.277777778,0.040132994,0.081582526,1,0.208333333,0
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.445197244,0.45316851,0.011465849,0.957047646,1,0.225620544,0.006803368,0.982745337,0.583333333,0.249355228,0.008731892,0.982416487,0.722222222,0.245486313,0.010031522,0.990185522,0.791666667,7.30998430342744e-07
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.326559905,0,0,0.945595153,0,0,0,0.999999998,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0.124329153,0.632710697,0.674850973,0.991723406,1,0.323791866,0.398784653,0.996129883,0.583333333,0.36835778,0.506319225,0.99713826,0.722222222,0.373817273,0.571741583,0.998822942,0.791666667,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.231904547,0,0,0.969100074,0,0.23273666,0.220579304,0.869040104,0.416666667,0.12905971,0.15244223,1,0.277777778,0.080882262,0.119827287,1,0.208333333,0
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.264894029,0,0,0.982755023,0,0.092304067,0.030952913,0.999999999,0.416666667,0.051185473,0.02139154,1,0.277777778,0.032078151,0.01681483,1,0.208333333,0
1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.518302866,0.230686049,0.731218762,0.115133714,1,0.111015989,0.431785074,0.686246205,0.583333333,0.118461405,0.547201548,0.701846985,0.722222222,0.112472231,0.616122479,0.825216926,0.791666667,0.00645189429604609
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0.24132277,0.998780084,0.91255688,0.997376065,1,0.540713354,0.537422335,0.998707701,0.583333333,0.65352895,0.676383863,0.999238502,0.722222222,0.707567729,0.753545233,0.99973677,0.791666667,0
0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.223372459,0.421084732,0.418410147,0.898105095,1,0.208620816,0.247874708,0.970661489,0.583333333,0.229390967,0.316809233,0.972644111,0.722222222,0.224633269,0.361514258,0.985955792,0.791666667,2.67210079474278e-06
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.389471909,0,0,0.582772904,0,0,0,0.998574631,0,0,0,0.999994618,0,0,0,0.999999989,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.417450302,0,0,0.995835079,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0.338235446,0.356514052,0.367030005,0.936481032,1,0.174895857,0.217515429,0.978769125,0.583333333,0.190348938,0.278274723,0.979803107,0.722222222,0.241938743,0.399868021,0.991054011,1,3.68476474887913e-07
1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0.524286896,0.684479371,0.02197056,0.029518937,1,0.353077378,0.013036397,0.619898329,0.583333333,0.405077426,0.016731635,0.654863789,0.722222222,0.414767298,0.019221659,0.803783309,0.791666667,0.0188492020441592
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.148562907,0.492510252,0.250716763,0.98688953,1,0.246688172,0.148680586,0.993237967,0.583333333,0.274360655,0.190539303,0.993805361,0.722222222,0.271883611,0.218365445,0.996894367,0.791666667,2.50452347749786e-09
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.071815973,0,0,0.999524309,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.140840103,0.024502455,0.811515635,0.997438,1,0.011427359,0.478666242,0.998194248,0.583333333,0.011812329,0.604865861,0.998532905,0.722222222,0.010859976,0.678020966,0.999311105,0.791666667,0
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.128316743,0.087636685,0.566559461,0.995613158,1,0.04126579,0.335199097,0.997015123,0.583333333,0.043069665,0.42693745,0.997360642,0.722222222,0.039983425,0.484507654,0.998704176,0.791666667,0
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.09293774,0,0,0.96275554,0,0,0,1,0,0,0,1,0,0.081302629,0.094916166,0.999880502,0.208333333,0
1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0.300076224,0.379882792,0.945859009,1,0.25620613,0.385410411,0.475068796,1,0.2243664,0.397256796,0.984332872,1,0.197067127,0.413216616,0.99171199,1,1.94976750966802e-07
0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.479955979,0.144629597,0.27687062,0.801257538,1,0.068695427,0.16416991,0.943006654,0.583333333,0.072330146,0.210319852,0.939716232,0.722222222,0.067745712,0.240906139,0.964706043,0.791666667,6.08970431650313e-05
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.075205905,0,0,0.999847917,0,0,0,1,0,0.064222323,0.090358484,1,0.277777778,0.040248399,0.071026329,1,0.208333333,0
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.150691018,0.174478503,0.359906922,0.984245494,1,0.083250439,0.213304033,0.991786182,0.583333333,0.088060959,0.272920692,0.992020387,0.722222222,0.082867194,0.31197523,0.995747754,0.791666667,3.00779234851944e-09
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.54991132,0.408212504,0.196571707,0.987404484,1,0.201845859,0.116596933,0.993098553,0.583333333,0.221487616,0.149509826,0.993386306,0.722222222,0.216433187,0.171505043,0.996533088,0.791666667,3.50730688936096e-09
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.220992577,0,0,0.305861748,0,0,0,0.971729107,0,0,0,0.998618157,0,0.020236173,0.023625346,0.970278932,0.208333333,0.00061020453571814
1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0.279684713,0.612822936,0.473740583,0.909732145,1,0.558834389,0.479518326,0.980511478,1,0.518522886,0.49285657,0.983034906,1,0.482016988,0.510641686,0.991871072,1,6.86636600466528e-07
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.608887705,0.57166406,0.547822022,0.995283792,1,0.289826379,0.32417441,0.99727659,0.583333333,0.326470972,0.413099497,0.997894414,0.722222222,0.327873142,0.469170063,0.999098175,0.791666667,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.187066541,0,0,0.998216644,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.073865602,0.242387941,0.906434263,0.806805195,1,0.116855734,0.533870013,0.952607262,0.583333333,0.177035317,0.914981599,0.953722507,1,0.153966718,0.920586021,0.981224241,1,6.28907958633018e-06
0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0.094745299,0.941772713,0.170774636,0.903685656,1,0.505394554,0.101304051,0.974682832,0.583333333,0.605028895,0.129929642,0.978490967,0.722222222,0.648331141,0.149099213,0.989992803,0.791666667,3.55545472296992e-06
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.058065194,0.344898639,0.598150529,0.943594349,1,0.168897779,0.353772095,0.981724523,0.583333333,0.183483914,0.450202135,0.983615596,0.722222222,0.177444713,0.510209477,0.991884685,0.791666667,1.36138347595072e-07
0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.28208468,0.866427967,0.472436021,0.53147158,1,0.459601815,0.279758982,0.896151659,0.583333333,0.543339683,0.3571513,0.912636385,0.722222222,0.574414745,0.40680459,0.959069151,0.791666667,0.000491615988190031
1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.197267606,0.79564393,0.179605236,0.995405496,1,0.417485985,0.106539396,0.997042083,0.583333333,0.487797579,0.136634192,0.997488683,0.722222222,0.509264454,0.156774078,0.998834457,0.791666667,0
1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0.628597226,0.782700927,0.063813491,0.997700635,1,0.409878621,0.037862959,0.998092114,0.583333333,0.477887317,0.048591225,0.998288716,0.722222222,0.497781907,0.055814815,0.999161676,0.791666667,0
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.203116729,0.150301046,0.235598435,0.977140425,1,0.07145089,0.139724387,0.988671524,0.583333333,0.075297345,0.179093195,0.988328126,0.722222222,0.070587559,0.205306211,0.993412115,0.791666667,2.86195640519793e-08
1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.181749991,0.523393868,0.01432054,0.953895228,1,0.263399436,0.008497223,0.982291462,0.583333333,0.294402836,0.010905881,0.982336798,0.722222222,0.293262508,0.012529046,0.990351251,0.791666667,7.46677524721129e-06
0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.127716492,0.943660463,0.857638761,0.996020881,1,0.506554799,0.50552144,0.998150267,0.583333333,0.60660943,0.637662717,0.998863866,0.722222222,0.650246104,0.71283382,0.999600402,0.791666667,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.473979922,0,0,0.999952938,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.221960653,0,0,0.968681874,0,0,0,1,0,0,0,1,0,0,0,1,0,1.55256168832274e-06
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038773442,0,0,0.825422988,0,0,0,0.999994587,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.043152268,0.137884149,0.427731838,0.99814889,1,0.065424289,0.253378994,0.998345233,0.583333333,0.068814233,0.323783426,0.998494713,0.722222222,0.064384629,0.369361589,0.999240683,0.791666667,0
1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.261406815,0.88708377,0.806759431,0.944417292,1,0.472056346,0.47589379,0.98570961,0.583333333,0.559983988,0.601469972,0.989614088,0.722222222,0.594198416,0.674399636,0.995798197,0.791666667,2.82394375661355e-08
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0.264317207,0.84569637,0.939758132,0.998021014,1,0.447176619,0.553191329,0.998913477,0.583333333,0.52683427,0.695424673,0.99933344,0.722222222,0.554913939,0.773403383,0.999754849,0.791666667,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.479859704,0,0,0.970032749,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.210010896,0.677093249,0.160416993,0.936929555,1,0.34887175,0.095162819,0.979823238,0.583333333,0.591272342,0.168912979,0.984763232,1,0.555722738,0.176787898,0.992372241,1,7.8697707617259e-07
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0.024909492,0.05461951,0.570834975,0.969645495,1,0.025590087,0.337713843,0.987188675,0.583333333,0.026574014,0.430090996,0.987680184,0.722222222,0.031179072,0.610208086,0.589439709,1,8.02770305785572e-09
0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.189384741,0.114200027,0.700742542,0.998340101,1,0.053991507,0.413951618,0.998652558,0.583333333,0.056582162,0.525137239,0.998889347,0.722222222,0.05274467,0.59221889,0.999471948,0.791666667,0
1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0.471517344,0.970608538,0.548589964,0.784747887,1,0.523186874,0.324626377,0.955407032,0.583333333,0.629361394,0.413667199,0.964773345,0.722222222,0.677927961,0.469800001,0.984649662,0.791666667,2.01691482072386e-05
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.432026906,0.312731522,0.38854276,0.993940755,1,0.152395186,0.230230826,0.996160078,0.583333333,0.164718975,0.294427699,0.996551857,0.722222222,0.158466858,0.33628373,0.998299492,0.791666667,0
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.510258015,0.844986343,0.436752714,0.961244287,1,0.446752396,0.258704516,0.987662259,0.583333333,0.5262725,0.330527322,0.990156814,0.722222222,0.554252292,0.376942939,0.995688239,0.791666667,4.05921233292972e-08
1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0.476184275,0.03014546,0.60235787,0.930771237,1,0.014071177,0.356244274,0.976344315,0.583333333,0.020214688,0.622290572,0.979445066,1,0.016973401,0.640161869,0.988625752,1,2.31148161056183e-07
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.276455675,0.140906205,0.011568669,0.994641136,1,0.066888985,0.006864363,0.995580959,0.583333333,0.070387646,0.008810179,0.995069897,0.722222222,0.065887909,0.01012146,0.996994064,0.791666667,5.01013341924761e-10
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.049956317,0,0,0.876594884,0,0,0,0.999999463,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.144011844,0.182416291,0.03343581,0.927817331,1,0.087143161,0.019839273,0.972873456,0.583333333,0.092292116,0.025462435,0.970208843,0.722222222,0.086957605,0.029251064,0.982026646,0.791666667,4.51769962761528e-06
1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0.303773247,0.344411506,0.418095729,0.738539008,1,0.168646682,0.247689013,0.933601721,0.583333333,0.183197045,0.316573879,0.935202618,0.722222222,0.232083265,0.453657255,0.969207784,1,7.28387292014965e-05
1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.494077208,0,0,0.988065519,0,0,0,1,0,0.135979845,0.285756931,0.999970597,0.277777778,0.085219139,0.224619369,1,0.208333333,0
0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0.657686716,0.796579045,0.000895606,0.982008716,1,0.418036715,0.00053141,0.991548923,0.583333333,0.488516481,0.000682048,0.992192323,0.722222222,0.510099098,0.000783566,0.996057397,0.791666667,3.15726635946589e-08
1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0.11313502,0.279382711,0.309033674,0.855158172,1,0.135453111,0.183209678,0.958335082,0.583333333,0.207143175,0.324134413,0.962991753,1,0.181293232,0.337994453,0.97953355,1,1.20494224467027e-05
